"Flights (All Carriers - San Diego, CA: San Diego International (Origin Airport))",,,,
Year,Month,DOMESTIC,INTERNATIONAL,TOTAL
2014,8,"7,262",240,"7,502"
2014,9,"6,634",154,"6,788"
2014,10,"7,032",171,"7,203"
2014,11,"6,655",195,"6,850"
2014,12,"6,900",218,"7,118"
2014,TOTAL,"81,083","2,591","83,674"
2015,1,"6,546",242,"6,788"
2015,2,"5,876",211,"6,087"
2015,3,"7,034",257,"7,291"
2015,4,"6,883",238,"7,121"
2015,5,"7,053",243,"7,296"
2015,6,"7,184",229,"7,413"
2015,7,"7,499",261,"7,760"
2015,8,"7,303",228,"7,531"
2015,9,"6,579",216,"6,795"
2015,10,"6,790",228,"7,018"
2015,11,"6,488",225,"6,713"
2015,12,"6,760",229,"6,989"
2015,TOTAL,"81,995","2,807","84,802"
2016,1,"6,454",233,"6,687"
2016,2,"6,105",194,"6,299"
2016,3,"6,876",228,"7,104"
2016,4,"6,782",214,"6,996"
2016,5,"7,031",211,"7,242"
2016,6,"7,233",276,"7,509"
2016,7,"7,496",310,"7,806"
2016,8,"7,501",296,"7,797"
2016,9,"6,789",249,"7,038"
2016,10,"7,033",234,"7,267"
2016,11,"6,666",177,"6,843"
2016,12,"6,920",192,"7,112"
2016,TOTAL,"82,886","2,814","85,700"
2017,1,"6,630",201,"6,831"
2017,2,"5,924",183,"6,107"
2017,3,"7,156",213,"7,369"
2017,4,"7,075",251,"7,326"
2017,5,"7,493",311,"7,804"
2017,6,"7,810",331,"8,141"
2017,7,"8,215",352,"8,567"
2017,8,"8,136",338,"8,474"
2017,9,"7,309",296,"7,605"
2017,10,"7,613",327,"7,940"
2017,11,"7,290",276,"7,566"
2017,12,"7,637",293,"7,930"
2017,TOTAL,"88,288","3,372","91,660"
2018,1,"7,435",285,"7,720"
2018,2,"6,711",261,"6,972"
2018,3,"7,804",322,"8,126"
2018,4,"7,796",339,"8,135"
2018,5,"8,128",364,"8,492"
2018,6,"8,350",343,"8,693"
2018,7,"8,712",374,"9,086"
2018,8,"8,592",355,"8,947"
2018,9,"7,887",317,"8,204"
2018,10,"8,179",327,"8,506"
2018,11,"7,799",309,"8,108"
2018,12,"7,980",324,"8,304"
2018,TOTAL,"95,373","3,920","99,293"
2019,1,"7,753",335,"8,088"
2019,2,"6,929",284,"7,213"
2019,3,"8,109",324,"8,433"
2019,4,"7,961",312,"8,273"
2019,5,"8,268",317,"8,585"
2019,6,"8,477",342,"8,819"
2019,7,"8,984",365,"9,349"
2019,8,"8,955",344,"9,299"
2019,9,"8,188",214,"8,402"
2019,10,"8,495",322,"8,817"
2019,11,"7,802",296,"8,098"
2019,12,"8,152",324,"8,476"
2019,TOTAL,"98,073","3,779","101,852"
2020,1,"7,935",310,"8,245"
2020,2,"7,458",300,"7,758"
2020,3,"7,038",231,"7,269"
2020,4,"2,356",15,"2,371"
