"Flights (All Carriers - Phoenix, AZ: Phoenix Sky Harbor International (Origin Airport))",,,,
Year,Month,DOMESTIC,INTERNATIONAL,TOTAL
2018,3,"16,522",946,"17,468"
2018,4,"15,258",792,"16,050"
2018,5,"15,459",621,"16,080"
2018,6,"14,770",599,"15,369"
2018,7,"15,144",611,"15,755"
2018,8,"14,767",553,"15,320"
2018,9,"13,464",463,"13,927"
2018,10,"14,944",639,"15,583"
2018,11,"14,403",751,"15,154"
2018,12,"15,216",932,"16,148"
2018,TOTAL,"178,490","8,558","187,048"
2019,1,"15,110",854,"15,964"
2019,2,"13,784",756,"14,540"
2019,3,"16,487",875,"17,362"
2019,4,"15,372",804,"16,176"
2019,5,"15,089",613,"15,702"
2019,6,"14,405",536,"14,941"
2019,7,"14,783",546,"15,329"
2019,8,"14,729",514,"15,243"
2019,9,"14,015",425,"14,440"
2019,10,"15,201",629,"15,830"
2019,11,"14,543",714,"15,257"
2019,12,"15,829",802,"16,631"
2019,TOTAL,"179,347","8,068","187,415"
2020,1,"15,699",774,"16,473"
2020,2,"14,964",721,"15,685"
2020,3,"14,707",670,"15,377"
2020,4,"5,625",100,"5,725"
2020,5,"6,456",61,"6,517"
2020,6,"6,253",114,"6,367"
2020,7,"8,841",194,"9,035"
2020,8,"9,378",97,"9,475"
2020,9,"8,916",122,"9,038"
2020,10,"9,805",291,"10,096"
2020,11,"10,364",416,"10,780"
2020,12,"10,588",562,"11,150"
2020,TOTAL,"121,596","4,122","125,718"
2021,1,"10,646",538,"11,184"
2021,2,"9,480",447,"9,927"
2021,3,"13,614",478,"14,092"
2021,4,"13,149",483,"13,632"
2021,5,"14,174",458,"14,632"
2021,6,"14,032",446,"14,478"
2021,7,"14,542",472,"15,014"
2021,8,"14,473",492,"14,965"
2021,9,"14,196",454,"14,650"
2021,10,"14,659",621,"15,280"
2021,11,"14,771",652,"15,423"
2021,12,"14,243",758,"15,001"
2021,TOTAL,"161,979","6,299","168,278"
2022,1,"13,437",708,"14,145"
2022,2,"12,931",621,"13,552"
2022,3,"15,126",713,"15,839"
2022,4,"14,281",724,"15,005"
2022,5,"13,630",654,"14,284"
2022,6,"13,344",647,"13,991"
2022,7,"13,885",684,"14,569"
2022,8,"13,565",667,"14,232"
2022,9,"13,266",572,"13,838"
2022,10,"14,465",705,"15,170"
2022,11,"14,175",845,"15,020"
2022,12,"14,205",890,"15,095"
2022,TOTAL,"166,310","8,430","174,740"
2023,1,"15,335",863,"16,198"
2023,2,"14,578",825,"15,403"
2023,3,"16,318",919,"17,237"
2023,4,"15,369",840,"16,209"
2023,5,"15,083",716,"15,799"
2023,6,"13,831",668,"14,499"
2023,7,"14,479",708,"15,187"
2023,8,"14,701",665,"15,366"
2023,9,"14,805",533,"15,338"
2023,10,"16,055",720,"16,775"
2023,11,"16,446",866,"17,312"
2023,12,"16,688",932,"17,620"
2023,TOTAL,"183,688","9,255","192,943"
2024,1,"15,772",927,"16,699"
2024,2,"15,583",899,"16,482"
2024,3,"18,078","1,030","19,108"
2024,4,"17,230",987,"18,217"
2024,5,"17,311",925,"18,236"
2024,6,"15,840",871,"16,711"
2024,7,"16,101",895,"16,996"
2024,8,"15,919",769,"16,688"
2024,9,"15,602",695,"16,297"
2024,10,"17,631",862,"18,493"
2024,11,"17,515",987,"18,502"
2024,TOTAL,"182,582","9,847","192,429"
,,,,
Note: All numbers are for scheduled services.,,,,
,,,,
SOURCE: Bureau of Transportation Statistics T-100 Segment data.,,,,
