"Passengers (All Carriers - Boston, MA: Logan International (Origin Airport))",,,,
Year,Month,DOMESTIC,INTERNATIONAL,TOTAL
2023,5,"1,419,194","365,167","1,784,361"
2023,6,"1,410,052","434,637","1,844,689"
2023,7,"1,457,717","393,414","1,851,131"
2023,8,"1,494,297","400,750","1,895,047"
2023,9,"1,325,087","362,280","1,687,367"
2023,10,"1,553,015","323,263","1,876,278"
2023,11,"1,347,619","269,373","1,616,992"
2023,12,"1,274,585","301,867","1,576,452"
2023,TOTAL,"16,101,656","3,848,800","19,950,456"
2024,1,"1,036,570","228,976","1,265,546"
2024,2,"1,148,124","228,418","1,376,542"
2024,3,"1,321,894","312,927","1,634,821"
2024,4,"1,386,821","351,077","1,737,898"
2024,5,"1,489,383","411,718","1,901,101"
2024,6,"1,496,204","439,658","1,935,862"
2024,7,"1,578,320","439,241","2,017,561"
2024,8,"1,591,601","445,013","2,036,614"
2024,9,"1,411,852","384,442","1,796,294"
2024,10,"1,618,443","349,761","1,968,204"
2024,11,"1,355,708","284,197","1,639,905"
2024,TOTAL,"15,434,920","3,875,428","19,310,348"
,,,,
Note: All numbers are for scheduled services.,,,,
,,,,
SOURCE: Bureau of Transportation Statistics T-100 Market data.,,,,
